Category,Subject,Ability Requirement,Detailed Instruction,Product Line,Product,Level,Training Material,Training Document Name,Link,Notes
Instrument and Tool Use,Liquid Cooling PACK Maintenance Tool,Familiar with the use of liquid cooling PACK maintenance tools,"Familiar with the basic parameters of liquid cooling replacement PACK tools, including weight, size, maintenance surface adaptability, etc.",BESS,ST2752-UX-UD,L1,,,,FSE
Instrument and Tool Use,Liquid Cooling PACK Maintenance Tool,Familiar with the use of liquid cooling PACK maintenance tools,"Can assist to confirm that the crane or forklift has placed the PACK maintenance tool in the best position, and can be installed in place to meet the conditions for replacement.",BESS,ST2752-UX-UD,L2,,,,FSE
Instrument and Tool Use,Liquid Cooling PACK Maintenance Tool,Familiar with the use of liquid cooling PACK maintenance tools,Can assist to confirm that the crane or forklift will move the PACK to be replaced to the maintenance tool.,BESS,ST2752-UX-UD,L3,,,,FSE
Instrument and Tool Use,Liquid Cooling PACK Maintenance Tool,Familiar with the use of liquid cooling PACK maintenance tools,"Be familiar with the operation of removing the pack, and be able to adjust the position of the maintenance tool and pull the pack out onto the maintenance tool.",BESS,ST2752-UX-UD,L2,,,,FSE
Instrument and Tool Use,Liquid Cooling PACK Maintenance Tool,Familiar with the use of liquid cooling PACK maintenance tools,"Be familiar with the operation of installing PACK, and be able to adjust the position of maintenance tools to install the PACK in place.",BESS,ST2752-UX-UD,L3,,,,FSE
Instrument and Tool Use,iSolar APP,Familiar with iSolar APP,"Able to download, install and upgrade iSolar Cloud APP",BESS,ST2752-UX-UD,L1,,,,FSE
Instrument and Tool Use,iSolar APP,Familiar with iSolar APP,"Familiar with APP tools to log in to the device locally, familiar with different passwords and permissions",BESS,ST2752-UX-UD,L3,,,,FSE
Instrument and Tool Use,iSolar APP,Familiar with iSolar APP,"Familiar with APP tool remote interface data viewing, parameter setting, etc., can complete firmware package download",BESS,ST2752-UX-UD,L2,,,,FSE
Instrument and Tool Use,iSolar APP,Familiar with iSolar APP,"Familiar with the use of APP tools, able to correctly complete parameter query and parameter setting",BESS,ST2752-UX-UD,L3,,,,FSE
Product Installation,Installation site selection,Familiar with product installation environment requirements,"Know the scenarios where the product is prohibited from being installed: flammable and explosive environments, corrosive environments, dust environments, strong magnetic environments, and vibration environments",BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Installation site selection,Familiar with product installation environment requirements,Familiarize yourself with precautions for products in salt-damaged areas,BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Installation site selection,Familiar with product installation environment requirements,Master the temperature and humidity requirements of the product installation environment,BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Installation site selection,Familiar with product installation environment requirements,"Familiar with the protection requirements in the windy and sandy environment, after the product is installed and before it is put into operation: air inlet protection, to prevent the fan from entering the air duct",BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Installation site selection,Familiar with product installation space requirements,Familiar with the spacing requirements and installation methods between battery boxes when installing multiple battery boxes,BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Installation site selection,Familiar with product installation space requirements,"Familiar with the product up, down, left, with, front and rear distance requirements",BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Installation site selection,Familiar with product installation space requirements,Familiar with the requirements for the installation of back-to-back connection angles,BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Installation site selection,Familiar with product installation space requirements,Familiar with the requirements for the installation of the L-shaped fixed angle steel at the foot of the battery box,BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Unpacking and Storage,Familiar with unpacking and inspection items,"Including DCDC, PACK and switch box box appearance inspection, packing accessories integrity inspection, product appearance damage inspection, water ingress inspection, etc.",BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Unpacking and Storage,Familiar with the unpacking steps,"Familiar with the unpacking process and remove the battery box, PCS cooling vent 3M stickers",BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Handling process,Familiar with manual handling requirements,Familiar with the product weight and the number of installers required,BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Unpacking and Storage,Familiar with product storage requirements,"Storage battery, DCDC and PCS temperature and humidity requirements, stacking layer requirements, inspection requirements, etc.",BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Handling process,Familiar with manual handling requirements,Familiar with the protective clothing requirements for installers,BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Handling process,Familiar with manual handling requirements,Familiar with the installation position and installation method of the handler,BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Handling process,Familiar with manual handling requirements,Familiar with the role of the cushion,BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Handling process,Familiar with lifting and handling requirements,"Familiar with the load capacity requirements of the crane, the load capacity and installation requirements of the hoisting ring, and the load capacity requirements of the sling",BESS,ST2752-UX-UD,L1,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,"Install inverter, battery box",Familiar with PCS protective plate installation requirements,Familiar with the requirements for fixing the cable protection plate on the DC side of the PCS,BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,"Install inverter, battery box","Familiar with PCS, battery box installation and fixing requirements",Familiar with screw fixing and foot welding fixing requirements,BESS,ST2752-UX-UD,L2,"Delivery and Handling Manual, ST2752 System Manual
 ",ST2752UD TECH L1 R01 - system manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FST2752%5FSystem%5FManual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,"Familiar with the DC side wiring area of ​​the product, and the corresponding relationship between the DC input terminal and the positive and negative poles of the BCP",BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,Familiar with DC cable diameter and voltage level requirements,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,"Install inverter, battery box",Familiar with the installation requirements of the battery box protective plate,Familiar with the requirements for fixing the cable protection plate on the BCP DC side of the battery box,BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,Familiar with the maximum allowable current requirements of DC connectors,BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,Familiar with the direct connection distribution requirements between the battery box and the PCS unit,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,"Familiar with the differences in the specifications of different brands of DC connectors, it is strictly forbidden to mix DC connectors of different specifications",BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,Able to identify the positive and negative cold-pressed terminals and insulating sleeves of the DC input terminal at the line end,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,"Master the DC side connection steps: Keep the DC switch open, measure the correct connection between the BCP and the DC terminal of the corresponding PCS unit, and confirm that the connection is tight",BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,Master the production requirements of line-end DC connectors and how to use tools,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,It is strictly forbidden to use metal cable ties to bind DC cables to avoid insulation problems caused by long-term wear and tear of DC cables,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,DC cables need to avoid stretching and stress,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,"Confirm the installation margin requirements of the protective plate to avoid damage to the DC cable due to the vibration of the protective plate, resulting in insulation problems",BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,Master the plugging requirements of the inlet and outlet holes,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with DC side wiring requirements,Master the method of judging the correct connection between BCP and corresponding PCS unit and across-the-box connection,BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,"Familiar with grid access system requirements: IT, TN",BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,"Familiar with the requirements of supporting transformer voltage level, overload capacity, DC component tolerance, recommended capacity and short-circuit impedance matching suggestions",BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with the breaking capacity requirements of the supporting low-voltage cabinet circuit breaker and the internal insulation and isolation scheme requirements of the low-voltage cabinet,BESS,ST2752-UX-UD,L3,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with the production requirements of high-voltage cable joints,BESS,ST2752-UX-UD,L4,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with high voltage cable fixing requirements,BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with high voltage cable copper wire and aluminum wire cable diameter requirements,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with medium-voltage transformers and high-voltage cable wiring areas of ring main units,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,"Familiar with the specification requirements of OT/DT terminals, familiar with the requirements that aluminum wires must use copper-aluminum transition terminals
",BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,"Familiar with OT/DT terminal crimping requirements and tool usage methods, able to independently complete AC OT/T terminal crimping production",BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with the size selection requirements of sealing ring or flange waterproof terminal rubber sleeve,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,"Familiar with AC cable threading, cable stripping, cable root heat shrinkable sleeve, OT/DT terminal fixing torque requirements",BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with the specifications of sleeves required for OT/DT terminal fixing,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with the phase sequence requirements of external power supply AC cables,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with the plugging requirements of the incoming cables on the AC side,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with AC side wiring requirements,Familiar with the connection requirements of external power supply AC side cables and communication cables,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with ground connection requirements,Familiar with the cross-sectional area requirements of grounding cables,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with ground connection requirements,"Familiar with the internal ground terminal needs to be reliably connected to the transformer ground
",BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with ground connection requirements,Familiar with ground impedance requirements,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,Familiar with ground connection requirements,Familiar with external grounding and nearby grounding requirements,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,"Familiar with communication wiring requirements (RS485 communication)
",Familiar with communication cable length requirements,BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,"Familiar with communication wiring requirements (RS485 communication)
",Familiar with communication cable specification requirements,BESS,ST2752-UX-UD,L1,,,,FSE
Product Installation,Electrical Connection,"Familiar with communication wiring requirements (RS485 communication)
",Familiar with RS485 interface definition and daisy chain line connection method,BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,"Familiar with communication wiring requirements (RS485 communication)
",Familiar with the requirements for the use of terminal resistors,BESS,ST2752-UX-UD,L2,,,,FSE
Product Installation,Electrical Connection,"Familiar with communication wiring requirements (RS485 communication)
",Familiar with communication cable laying requirements,BESS,ST2752-UX-UD,L1,,,,FSE
Product Knowledge,Energy storage system and application scheme,LC、BSC、BMS,"Familiar with Ethernet Configuration to connect to LC, BSC, PCS",BESS,ST2752-UX-UD,L1,Ethernet Setting Configuration,ST2752UD MOP L1 R01 - Ethernet Setting Configuration,https://sgusa3.sharepoint.com/:w:/r/sites/AmericasTechnicalTraining/_layouts/15/Doc.aspx?sourcedoc=%7BDF2D0C82-0CCC-4F27-8D28-00A307C8AB25%7D&file=ST2752UD%20MOP%20L1%20R01%20-%20Ethernet%20Setting%20Configuration.docx&action=default&mobileredirect=true,FSE
"Product Knowledge
",Product's technical parameters,Familiar with product DC parameters,"Familar with Rack, Pack, Cell voltage range",BESS,ST2752-UX-UD,L1,ST2752 Maintenance Instruction Manual,ST2752UD TECH L1 R01 - maintenance instruction manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FPower%20Titan%20ST2752UX%20Product%20Maintenance%20Manual%20V1%2E1%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Product's technical parameters,Familiar with product DC parameters,"Familar with PCS, DCDC DC voltage input range ",BESS,ST2752-UX-UD,L1,ST2752 Maintenance Instruction Manual,ST2752UD TECH L1 R01 - maintenance instruction manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FPower%20Titan%20ST2752UX%20Product%20Maintenance%20Manual%20V1%2E1%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
"Product Knowledge
",Product's technical parameters,Familiar with product DC parameters,"Familar with DC input DCDC, PCS starting voltage",BESS,ST2752-UX-UD,L1,"SD175HV User Manual
",SD175HV TECH L1 R01 - user manual,https://sgusa3.sharepoint.com/sites/AmericasTechnicalTraining/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1%2FSD175HV%20User%20Manual%2Epdf&viewid=24c98ba5%2Dda70%2D435e%2Dbc43%2D3a8991c8f891&parent=%2Fsites%2FAmericasTechnicalTraining%2FShared%20Documents%2F09%2E%20Service%20Training%2F01%2E%20BESS%20Training%20Library%2FST2752UX%5FUS%2FInternal%2FLevel1,FSE
